                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                0.68567,                0.56596,                   1.15,                0.81579,                 0.6963,                0.72424,                0.43835,                 1.2282,                0.94022,                  1.695,             0.00094085,             0.00094085,             0.00094085
                     47,                0.69896,                0.56847,                 1.1497,                0.80766,                 0.6902,                0.73989,                0.43665,                 1.1391,                 0.9207,                  1.664,             0.00092435,             0.00092435,             0.00092435
                     48,                0.69813,                0.57421,                 1.1571,                0.86736,                0.71589,                0.73359,                0.42608,                 1.2742,                 1.0351,                 1.7222,             0.00090785,             0.00090785,             0.00090785
                     49,                0.72182,                0.59415,                 1.1698,                0.83616,                0.67334,                0.71326,                0.43219,                 1.3048,                0.96528,                  1.899,             0.00089134,             0.00089134,             0.00089134
                     50,                0.67626,                0.53244,                 1.1525,                0.87114,                0.71589,                0.76678,                0.43832,                 1.4005,                0.93991,                  2.071,             0.00087484,             0.00087484,             0.00087484
                     51,                0.64193,                0.53752,                 1.1129,                0.77492,                0.67401,                0.73519,                0.42471,                 1.4343,                0.92861,                 1.9817,             0.00085834,             0.00085834,             0.00085834
                     52,                0.66574,                0.53575,                 1.1341,                0.81097,                0.71589,                0.74447,                0.43244,                 1.2185,                 1.0094,                 1.6789,             0.00084184,             0.00084184,             0.00084184
                     53,                0.66496,                0.55728,                 1.1337,                0.82174,                0.71902,                0.76832,                0.44489,                 1.3224,                 1.0859,                 1.8186,             0.00082533,             0.00082533,             0.00082533
                     54,                0.68278,                0.55238,                 1.1371,                0.79989,                0.70491,                0.73641,                0.42669,                 1.3023,                0.94464,                 1.7836,             0.00080883,             0.00080883,             0.00080883
                     55,                 0.6511,                0.51735,                 1.1142,                0.81294,                0.72595,                0.76144,                 0.4574,                 1.1009,                0.88147,                 1.6018,             0.00079233,             0.00079233,             0.00079233
                     56,                0.63719,                 0.5301,                 1.1195,                0.81175,                0.67887,                0.73545,                0.44096,                 1.1761,                0.89445,                  1.627,             0.00077582,             0.00077582,             0.00077582
                     57,                0.64794,                0.52276,                 1.1174,                0.87519,                0.65556,                0.74085,                0.45301,                 1.2845,                 1.0008,                 1.7399,             0.00075932,             0.00075932,             0.00075932
                     58,                0.62359,                0.51401,                 1.1058,                0.81508,                0.67917,                0.73742,                0.46371,                 1.1327,                0.91411,                 1.6026,             0.00074282,             0.00074282,             0.00074282
                     59,                0.62983,                0.52039,                 1.1243,                0.71649,                 0.7725,                0.73284,                0.45425,                 1.0917,                  0.842,                  1.611,             0.00072631,             0.00072631,             0.00072631
                     60,                0.62773,                0.50726,                 1.1167,                0.86257,                0.71143,                0.76795,                0.46724,                 1.0819,                0.82507,                 1.5452,             0.00070981,             0.00070981,             0.00070981
                     61,                0.62935,                 0.5047,                 1.1134,                0.86661,                0.70904,                0.76675,                0.45993,                 1.1445,                0.86074,                 1.5922,             0.00069331,             0.00069331,             0.00069331
                     62,                 0.6405,                0.49735,                 1.1248,                0.78745,                0.71978,                0.74975,                 0.4164,                 1.2447,                0.90325,                 1.6395,              0.0006768,              0.0006768,              0.0006768
                     63,                0.62098,                 0.4772,                  1.106,                  0.864,                0.73903,                0.75064,                0.46407,                  1.027,                0.76743,                 1.5301,              0.0006603,              0.0006603,              0.0006603
                     64,                0.61822,                0.48406,                 1.0937,                0.84217,                 0.7035,                0.71798,                0.45168,                 1.1129,                0.85564,                 1.5863,              0.0006438,              0.0006438,              0.0006438
                     65,                0.61335,                0.46208,                 1.1048,                 0.7834,                0.71312,                 0.7508,                0.46438,                 1.1684,                0.77977,                 1.7438,             0.00062729,             0.00062729,             0.00062729
                     66,                0.60868,                0.48852,                 1.0946,                0.86669,                0.69665,                0.74487,                0.45301,                 1.0966,                0.82666,                 1.5717,             0.00061079,             0.00061079,             0.00061079
                     67,                0.58536,                0.47329,                 1.0862,                0.85056,                0.70074,                0.72962,                0.43018,                 1.1191,                0.87383,                 1.6006,             0.00059429,             0.00059429,             0.00059429
                     68,                0.62712,                0.49972,                 1.1049,                0.83954,                0.72543,                0.75676,                0.46453,                 1.0913,                0.80067,                 1.6037,             0.00057778,             0.00057778,             0.00057778
                     69,                0.57971,                 0.4693,                 1.0875,                0.82553,                0.70579,                0.73735,                0.46974,                 1.0735,                0.74963,                  1.568,             0.00056128,             0.00056128,             0.00056128
                     70,                0.57646,                0.45527,                 1.0722,                 0.7928,                0.75013,                0.76669,                0.47259,                 1.0372,                0.77041,                 1.5467,             0.00054478,             0.00054478,             0.00054478
